route_type,route_id,surface,renderer_family,record_id,source_offset,source_char,source_codepoint,display,action,dom_class,first_visible_exists,first_visible_offset,first_visible_char,first_visible_width
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,speech_cross_record,,,,,block,,speech-end-visual-break speech-presentation-visual-break speech-cross-record-visual-break,False,,,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P004,98,M,U+004D,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,98,M,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P004,204,C,U+0043,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,204,C,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P006,121,C,U+0043,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,121,C,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P006,237,C,U+0043,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,237,C,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P010,91,A,U+0041,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,91,A,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P015,84,M,U+004D,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,84,M,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P016,17,A,U+0041,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,17,A,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P018,143,I,U+0049,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,143,I,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P019,107,S,U+0053,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,107,S,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P022,24,P,U+0050,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,24,P,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P023,196,Q,U+0051,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,196,Q,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P036,124,O,U+004F,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,124,O,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P038,134,L,U+004C,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,134,L,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P044,173,Q,U+0051,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,173,Q,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P053,190,D,U+0044,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,190,D,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P055,23,I,U+0049,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,23,I,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P059,75,D,U+0044,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,75,D,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P079,164,p,U+0070,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,164,p,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,speech_presentation_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P097,195, ,U+0020,block,,speech-end-visual-break speech-presentation-visual-break,True,196,I,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,speech_presentation_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P111,217, ,U+0020,block,,speech-end-visual-break speech-presentation-visual-break,True,218,U,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,speech_presentation_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P117,78, ,U+0020,block,,speech-end-visual-break speech-presentation-visual-break,True,79,E,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,speech_presentation_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P131,157, ,U+0020,block,,speech-end-visual-break speech-presentation-visual-break,True,158,J,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P137,103,P,U+0050,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,103,P,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P139,128,J,U+004A,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,128,J,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,speech_presentation_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P144,140, ,U+0020,block,,speech-end-visual-break speech-presentation-visual-break,True,141,P,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P148,64,M,U+004D,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,64,M,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P148,235,C,U+0043,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,235,C,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P151,99,D,U+0044,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,99,D,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P151,226,D,U+0044,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,226,D,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P164,101,J,U+004A,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,101,J,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P164,227,Q,U+0051,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,227,Q,
library,PASSION24.TEXT.PROMISES_BENEFITS,library,ldc_intra_break,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P170,69,M,U+004D,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,69,M,
library,PASSION24.TEXT.RELATED_HOUR_02,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_02,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_02,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_02,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_02,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_02,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_02,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_02,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_02,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_02,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_02,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_02,library,ldc_intra_break,PASSION24.TEXT.RELATED_HOUR_02.BODY.P016,66,À,U+00C0,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,66,À,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_03,library,ldc_intra_break,PASSION24.TEXT.RELATED_HOUR_03.BODY.P010,23,J,U+004A,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,True,23,J,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
library,PASSION24.TEXT.RELATED_HOUR_04,library,ldc_cross_record,,,,,block,paragraph_break,ldc-visual-paragraph-break ldc-ra18-boundary ldc-ra18-paragraph_break,False,,,
